card_id,grade,cost,name,dice_index,dice_kind,damage_type,min,max,use_type,use_text,trigger,effect_text
250,고급,2,검의 흐름,1,ATTACK,SLASH,4,8,,감정 단계가 3 이상일 경우 이 책장의 비용 -1,적중,화상 2 부여
250,고급,2,검의 흐름,2,ATTACK,SLASH,3,8,,감정 단계가 3 이상일 경우 이 책장의 비용 -1,적중,화상 1 부여
251,보급,2,속검,1,EVADE,,2,6,,,,
251,보급,2,속검,2,ATTACK,PIERCE,4,8,,,적중,다음 막에 신속 1을 얻음
251,보급,2,속검,3,ATTACK,PIERCE,3,8,,,적중,다음 막에 신속 1을 얻음
252,한정,2,질풍각,1,ATTACK,PIERCE,7,13,,,적중,책장을 1장 뽑음
252,한정,2,질풍각,2,ATTACK,PIERCE,2,6,,,,
253,고급,2,철벽,1,DEFENSE,,5,8,사용시,다음 막에 인내 1을 얻음. 감정 단계가 3 이상이면 대신 2를 얻음,,
253,고급,2,철벽,2,DEFENSE,,4,8,사용시,다음 막에 인내 1을 얻음. 감정 단계가 3 이상이면 대신 2를 얻음,,
253,고급,2,철벽,3,ATTACK,PIERCE,2,6,사용시,다음 막에 인내 1을 얻음. 감정 단계가 3 이상이면 대신 2를 얻음,,
254,고급,2,강철 너클,1,ATTACK,BLUNT,4,8,사용시,책장을 1장 뽑음,,
254,고급,2,강철 너클,2,ATTACK,BLUNT,3,7,사용시,책장을 1장 뽑음,,
254,고급,2,강철 너클,3,ATTACK,SLASH,2,6,사용시,책장을 1장 뽑음,,
255,보급,2,충격 흡수,1,DEFENSE,,7,9,사용시,충전 6을 얻음,,
255,보급,2,충격 흡수,2,ATTACK,SLASH,5,8,사용시,충전 6을 얻음,,
256,고급,2,기회입니다!,1,EVADE,,2,9,사용시,충전 5를 얻음,합 승리,충전 2를 얻음
256,고급,2,기회입니다!,2,DEFENSE,,3,7,사용시,충전 5를 얻음,,
256,고급,2,기회입니다!,3,ATTACK,BLUNT,4,7,사용시,충전 5를 얻음,,
257,한정,2,준비합시다!,1,DEFENSE,,4,8,사용시,충전 2를 소모하여 모든 아군에게 이번 막과 다음 막에 보호 1 부여,,
257,한정,2,준비합시다!,2,ATTACK,PIERCE,5,8,사용시,충전 2를 소모하여 모든 아군에게 이번 막과 다음 막에 보호 1 부여,,
257,한정,2,준비합시다!,3,EVADE,,3,8,사용시,충전 2를 소모하여 모든 아군에게 이번 막과 다음 막에 보호 1 부여,,
258,보급,2,방어 명령,1,DEFENSE,,7,10,사용시,연기 4를 얻음,,
258,보급,2,방어 명령,2,ATTACK,SLASH,4,8,사용시,연기 4를 얻음,,
259,고급,2,자동 돌격,1,ATTACK,SLASH,5,9,사용시,연기 2를 얻음,적중,연기 2 부여
259,고급,2,자동 돌격,2,ATTACK,PIERCE,3,7,사용시,연기 2를 얻음,,
260,고급,2,기습 명령,1,EVADE,,2,6,사용시,대상에게 연기가 2 이상 있다면 이 책장의 모든 주사위의 위력 +1,,
260,고급,2,기습 명령,2,ATTACK,PIERCE,4,8,사용시,대상에게 연기가 2 이상 있다면 이 책장의 모든 주사위의 위력 +1,,
260,고급,2,기습 명령,3,ATTACK,SLASH,3,8,사용시,대상에게 연기가 2 이상 있다면 이 책장의 모든 주사위의 위력 +1,,
261,고급,2,엄숙한 대행,1,DEFENSE,,3,7,,,,
261,고급,2,엄숙한 대행,2,ATTACK,PIERCE,3,5,,,,유일' 상태라면 위력 +4
261,고급,2,엄숙한 대행,3,ATTACK,PIERCE,3,7,,,,
262,고급,2,사슬 묶기,1,ATTACK,BLUNT,4,8,합 시작시,유일' 상태라면 대상 책장의 모든 주사위 위력 -1,합 승리,유일' 상태라면 대상의 다음 주사위 위력 -2
262,고급,2,사슬 묶기,2,ATTACK,PIERCE,3,8,합 시작시,유일' 상태라면 대상 책장의 모든 주사위 위력 -1,,
263,한정,2,화염일섬,1,ATTACK,SLASH,6,10,사용시,손에 '화염일섬'이 있다면 그 책장 1장을 버리고 책장을 1장 뽑는다.,적중,화상 1 부여
264,고급,2,집중 사격,1,ATTACK,PIERCE,6,8,원거리,일회성,,
264,고급,2,집중 사격,2,ATTACK,PIERCE,5,7,원거리,일회성,,
264,고급,2,집중 사격,3,DEFENSE,,3,7,원거리,일회성,,
265,보급,2,에너지 강타,1,DEFENSE,,4,7,사용시,자신에게 흐트러짐 피해 4,,
265,보급,2,에너지 강타,2,ATTACK,BLUNT,4,8,사용시,자신에게 흐트러짐 피해 4,,
265,보급,2,에너지 강타,3,ATTACK,SLASH,4,8,사용시,자신에게 흐트러짐 피해 4,적중,충전 3을 소모하여 대상에게 흐트러짐 피해 8
266,고급,2,육중한 충돌,1,DEFENSE,,4,7,사용시,충전 5을 얻음,,
266,고급,2,육중한 충돌,2,ATTACK,BLUNT,6,12,사용시,충전 5을 얻음,,
267,보급,2,신속한 제압,1,EVADE,,3,8,사용시,충전 5를 얻음,,
267,보급,2,신속한 제압,2,ATTACK,BLUNT,4,8,사용시,충전 5를 얻음,적중,다음 막에 출혈 2 부여
267,보급,2,신속한 제압,3,ATTACK,SLASH,3,8,사용시,충전 5를 얻음,적중,다음 막에 출혈 1 부여
268,고급,2,뱀 가르기,1,ATTACK,SLASH,2,4,전투 시작,이번 막 동안 참격 위력 +2,적중,다음 막에 출혈 1 부여
268,고급,2,뱀 가르기,2,ATTACK,SLASH,2,4,전투 시작,이번 막 동안 참격 위력 +2,,
268,고급,2,뱀 가르기,3,EVADE,,4,8,전투 시작,이번 막 동안 참격 위력 +2,,
269,한정,2,독니,1,ATTACK,PIERCE,4,8,,,적중,다음 막에 출혈 3 부여
269,한정,2,독니,2,ATTACK,PIERCE,3,7,,,적중,다음 막과 2막 후에 취약 1 부여
269,한정,2,독니,3,DEFENSE,,3,8,,,,
270,보급,2,내려찍기,1,ATTACK,BLUNT,8,13,,,적중,흐트러짐 저항 3 회복
270,보급,2,내려찍기,2,DEFENSE,,5,6,,,,
271,보급,2,거대한 뱀의 충격,1,DEFENSE,,2,6,전투 시작,이번 막 동안 타격으로 공격 적중 시 대상에게 흐트러짐 피해 2,,
271,보급,2,거대한 뱀의 충격,2,ATTACK,BLUNT,5,7,전투 시작,이번 막 동안 타격으로 공격 적중 시 대상에게 흐트러짐 피해 2,적중,흐트러짐 저항 3 회복
271,보급,2,거대한 뱀의 충격,3,ATTACK,BLUNT,3,6,전투 시작,이번 막 동안 타격으로 공격 적중 시 대상에게 흐트러짐 피해 2,,
272,보급,2,흘려보내기,1,EVADE,,4,10,,이 책장은 반격 이외의 주사위가 없기 때문에 행동하지 않는다.,,
272,보급,2,흘려보내기,2,ATTACK,BLUNT,3,7,,이 책장은 반격 이외의 주사위가 없기 때문에 행동하지 않는다.,,
273,보급,2,초도,1,DEFENSE,,6,9,,이 책장은 반격 이외의 주사위가 없기 때문에 행동하지 않는다.,,
273,보급,2,초도,2,ATTACK,SLASH,3,8,,이 책장은 반격 이외의 주사위가 없기 때문에 행동하지 않는다.,적중,화상 1 부여
274,고급,2,비희,1,ATTACK,SLASH,7,10,,,적중,다음 막에 힘 2를 얻음
274,고급,2,비희,2,DEFENSE,,4,8,,,,
275,보급,2,화룡참,1,ATTACK,SLASH,5,8,,,적중,화상 2 부여
275,보급,2,화룡참,2,ATTACK,PIERCE,3,7,,,,
275,보급,2,화룡참,3,DEFENSE,,4,7,,,,
275,보급,2,화룡참,4,ATTACK,SLASH,3,7,,,적중,화상 1 부여
276,보급,2,도시의 의지,1,DEFENSE,,3,7,사용시,빛 3 회복. 책장을 1장 뽑음,,
276,보급,2,도시의 의지,2,ATTACK,SLASH,3,7,사용시,빛 3 회복. 책장을 1장 뽑음,,
277,고급,2,기회 잡기,1,DEFENSE,,3,7,사용시,다음 막에 인내 2를 얻음,,
277,고급,2,기회 잡기,2,DEFENSE,,3,7,사용시,다음 막에 인내 2를 얻음,,
277,고급,2,기회 잡기,3,ATTACK,PIERCE,3,8,사용시,다음 막에 인내 2를 얻음,적중,다음 막에 속박 1 부여
278,한정,2,후루시야,1,DEFENSE,,5,8,,,,
278,한정,2,후루시야,2,ATTACK,BLUNT,3,7,,,합 승리,다음 막에 인내 2를 얻음
278,한정,2,후루시야,3,DEFENSE,,3,7,,,,
279,한정,2,자마다르,1,ATTACK,PIERCE,4,8,,"방어 주사위가 최대값이 나올 경우, 관통 주사위(4~5)가 추가된다",,
279,한정,2,자마다르,2,DEFENSE,,2,9,,"방어 주사위가 최대값이 나올 경우, 관통 주사위(4~5)가 추가된다",,
279,한정,2,자마다르,3,ATTACK,PIERCE,3,8,,"방어 주사위가 최대값이 나올 경우, 관통 주사위(4~5)가 추가된다",,
280,고급,2,등가 교환,1,EVADE,,4,7,사용시,손에 있는 무작위 책장 1장을 버림. 빛 1 회복,,
280,고급,2,등가 교환,2,ATTACK,BLUNT,4,8,사용시,손에 있는 무작위 책장 1장을 버림. 빛 1 회복,합 승리,다음 막에 출혈 2 부여
280,고급,2,등가 교환,3,ATTACK,BLUNT,3,8,사용시,손에 있는 무작위 책장 1장을 버림. 빛 1 회복,적중,다음 막에 출혈 2 부여
281,한정,2,연기 찌르기,1,DEFENSE,,3,7,사용시,연기 2를 얻음,,
281,한정,2,연기 찌르기,2,ATTACK,BLUNT,3,8,사용시,연기 2를 얻음,적중,연기 3 부여
281,한정,2,연기 찌르기,3,ATTACK,PIERCE,4,8,사용시,연기 2를 얻음,적중,"연기 2 부여, 연기 1을 얻음"
282,고급,2,밀어내기,1,ATTACK,BLUNT,4,7,,,,
282,고급,2,밀어내기,2,DEFENSE,,4,8,,,,
282,고급,2,밀어내기,3,ATTACK,PIERCE,4,8,,,적중,다음 막에 취약 2 부여
283,한정,2,휘둘러치기,1,ATTACK,SLASH,3,8,,,,
283,한정,2,휘둘러치기,2,ATTACK,BLUNT,4,8,,,적중,다음 막에 마비 1 부여
283,한정,2,휘둘러치기,3,EVADE,,4,8,,,,
284,한정,3,절묘한 순간,1,EVADE,,3,6,사용시,책장을 1장 뽑음,,
284,한정,3,절묘한 순간,2,ATTACK,SLASH,7,15,사용시,책장을 1장 뽑음,합 승리,다음 막에 출혈 3 부여
285,예술,3,감정의 격동,1,DEFENSE,,4,8,사용시,감정 단계 2마다 이 책장의 모든 주사위 위력 +1,,
285,예술,3,감정의 격동,2,ATTACK,PIERCE,5,9,사용시,감정 단계 2마다 이 책장의 모든 주사위 위력 +1,적중,화상 2 부여
285,예술,3,감정의 격동,3,ATTACK,SLASH,4,9,사용시,감정 단계 2마다 이 책장의 모든 주사위 위력 +1,적중,화상 1 부여
285,예술,3,감정의 격동,4,DEFENSE,,3,7,사용시,감정 단계 2마다 이 책장의 모든 주사위 위력 +1,,
286,고급,3,견고한 수비,1,EVADE,,3,10,사용시,책장을 1장 뽑음,,
286,고급,3,견고한 수비,2,DEFENSE,,8,17,사용시,책장을 1장 뽑음,합 승리,책장을 1장 뽑음
286,고급,3,견고한 수비,3,ATTACK,PIERCE,3,6,사용시,책장을 1장 뽑음,적중,화상 2 부여
287,예술,3,규율,1,ATTACK,PIERCE,5,11,사용시,다음 막 동안 모든 아군의 공격 주사위 피해량 +2,,
287,예술,3,규율,2,ATTACK,SLASH,5,10,사용시,다음 막 동안 모든 아군의 공격 주사위 피해량 +2,,
287,예술,3,규율,3,DEFENSE,,3,8,사용시,다음 막 동안 모든 아군의 공격 주사위 피해량 +2,,
288,한정,3,증기,1,ATTACK,SLASH,9,19,사용시,"연기 4을 얻음, 책장을 1장 뽑음",적중,연기 3 부여
289,한정,3,섬멸,1,ATTACK,SLASH,5,10,사용시,대상 처치 시 모든 아군에게 다음 막에 힘 1 부여,,대상의 체력이 50% 이하라면 위력 +1
289,한정,3,섬멸,2,ATTACK,SLASH,5,10,사용시,대상 처치 시 모든 아군에게 다음 막에 힘 1 부여,,대상의 체력이 50% 이하라면 위력 +1
290,고급,3,불꽃의 윤무,1,EVADE,,5,9,,,,
290,고급,3,불꽃의 윤무,2,ATTACK,SLASH,6,9,,,적중,대상에게 화상이 4 이상 있다면 모든 적에게 화상 1 부여
290,고급,3,불꽃의 윤무,3,ATTACK,BLUNT,5,9,,,적중,대상에게 화상이 4 이상 있다면 모든 적에게 화상 1 부여
291,보급,3,일점 사격,1,ATTACK,BLUNT,8,21,원거리,일회성,적중,다음 막에 출혈 2 부여
292,고급,3,집중,1,DEFENSE,,7,10,사용시,충전 8을 얻음,,
292,고급,3,집중,2,ATTACK,PIERCE,4,8,사용시,충전 8을 얻음,,
292,고급,3,집중,3,ATTACK,SLASH,4,6,사용시,충전 8을 얻음,,
293,한정,3,자색검,1,ATTACK,SLASH,5,15,,,,이 주사위는 위력의 효과를 2배로 받는다
293,한정,3,자색검,2,ATTACK,SLASH,3,7,,,,
294,고급,3,열상,1,ATTACK,PIERCE,5,9,,,적중,다음 막과 2막 후에 출혈 3 부여
294,고급,3,열상,2,ATTACK,PIERCE,5,8,,,적중,다음 막에 허약 1 부여
294,고급,3,열상,3,DEFENSE,,6,8,,,,
294,고급,3,열상,4,ATTACK,PIERCE,3,6,,,적중,다음 막에 출혈 2 부여
295,한정,3,결투,1,ATTACK,BLUNT,8,17,,,합 승리,대상의 다음 주사위 위력 -2
295,한정,3,결투,2,DEFENSE,,5,9,,,합 승리,대상의 다음 주사위 위력 -2
295,한정,3,결투,3,DEFENSE,,4,8,,,합 승리,대상의 다음 주사위 위력 -2
295,한정,3,결투,4,ATTACK,BLUNT,3,7,,,,
296,고급,3,뱀의 장벽,1,DEFENSE,,5,10,,이 책장은 반격 이외의 주사위가 없기 때문에 행동하지 않는다.,,
296,고급,3,뱀의 장벽,2,DEFENSE,,4,10,,이 책장은 반격 이외의 주사위가 없기 때문에 행동하지 않는다.,,
296,고급,3,뱀의 장벽,3,DEFENSE,,4,9,,이 책장은 반격 이외의 주사위가 없기 때문에 행동하지 않는다.,,
297,고급,3,약점 파악,1,DEFENSE,,6,9,사용시,이 책장의 공격 주사위들의 속성은 대상의 내성이 가장 약한 속성 중 하나로 바뀐다,,
297,고급,3,약점 파악,2,ATTACK,SLASH,5,9,사용시,이 책장의 공격 주사위들의 속성은 대상의 내성이 가장 약한 속성 중 하나로 바뀐다,,
297,고급,3,약점 파악,3,ATTACK,SLASH,5,9,사용시,이 책장의 공격 주사위들의 속성은 대상의 내성이 가장 약한 속성 중 하나로 바뀐다,,
298,보급,3,폐안,1,DEFENSE,,6,9,사용시,책장을 2장 뽑음,,
298,보급,3,폐안,2,DEFENSE,,5,8,사용시,책장을 2장 뽑음,,
298,보급,3,폐안,3,DEFENSE,,3,8,사용시,책장을 2장 뽑음,,
299,고급,3,이문,1,ATTACK,SLASH,5,9,전투 시작,이번 막 동안 화상에 의한 피해량이 10 감소한다.,적중,서로에게 화상 3 부여
299,고급,3,이문,2,DEFENSE,,6,8,전투 시작,이번 막 동안 화상에 의한 피해량이 10 감소한다.,,
299,고급,3,이문,3,ATTACK,BLUNT,5,9,전투 시작,이번 막 동안 화상에 의한 피해량이 10 감소한다.,적중,서로에게 화상 3 부여
300,한정,3,협공,1,ATTACK,BLUNT,5,8,사용시,"다른 무작위 아군 하나에게 보호 2, 흐트러짐 보호 2, 힘 1 부여",,
300,한정,3,협공,2,DEFENSE,,5,9,사용시,"다른 무작위 아군 하나에게 보호 2, 흐트러짐 보호 2, 힘 1 부여",,
300,한정,3,협공,3,ATTACK,PIERCE,4,7,사용시,"다른 무작위 아군 하나에게 보호 2, 흐트러짐 보호 2, 힘 1 부여",,
301,보급,3,맹목적인 신념,1,DEFENSE,,6,9,사용시,빛 1 회복. 이 책장의 모든 주사위 위력 -2.,,
301,보급,3,맹목적인 신념,2,ATTACK,SLASH,6,10,사용시,빛 1 회복. 이 책장의 모든 주사위 위력 -2.,,
301,보급,3,맹목적인 신념,3,ATTACK,SLASH,6,10,사용시,빛 1 회복. 이 책장의 모든 주사위 위력 -2.,,
302,한정,3,약점 찌르기,1,DEFENSE,,4,8,,,,
302,한정,3,약점 찌르기,2,ATTACK,PIERCE,9,21,,,합 승리,다음 막에 속박 1 부여
303,한정,3,마무리 일격,1,ATTACK,BLUNT,6,7,사용시,손에 있는 책장 수만큼 피해량 증가. 손에 있는 책장을 모두 버림,,
303,한정,3,마무리 일격,2,DEFENSE,,4,10,사용시,손에 있는 책장 수만큼 피해량 증가. 손에 있는 책장을 모두 버림,,
303,한정,3,마무리 일격,3,ATTACK,BLUNT,8,21,사용시,손에 있는 책장 수만큼 피해량 증가. 손에 있는 책장을 모두 버림,합 승리,출혈 5 부여
304,예술,3,즉석 개조,1,ATTACK,BLUNT,7,12,일회성,,,
305,예술,4,내장 쏟기,1,ATTACK,PIERCE,5,8,,대상의 출혈 수치만큼 피해량 증가,,
305,예술,4,내장 쏟기,2,ATTACK,BLUNT,6,15,,대상의 출혈 수치만큼 피해량 증가,,
306,고급,4,타오르는 감정,1,ATTACK,SLASH,7,11,사용시,감정 단계 2마다 이 책장의 모든 주사위 위력 +1,적중,화상 1 부여'를 2번 발동
306,고급,4,타오르는 감정,2,ATTACK,BLUNT,6,11,사용시,감정 단계 2마다 이 책장의 모든 주사위 위력 +1,적중,화상 1 부여'를 2번 발동
306,고급,4,타오르는 감정,3,ATTACK,SLASH,3,8,사용시,감정 단계 2마다 이 책장의 모든 주사위 위력 +1,,
307,한정,5,연속 절단,1,ATTACK,SLASH,4,10,,이 책장의 비용은 손에 있는 다른 '연속 절단'의 수만큼 감소한다.,,
307,한정,5,연속 절단,2,ATTACK,SLASH,4,9,,이 책장의 비용은 손에 있는 다른 '연속 절단'의 수만큼 감소한다.,,
307,한정,5,연속 절단,3,ATTACK,PIERCE,4,9,,이 책장의 비용은 손에 있는 다른 '연속 절단'의 수만큼 감소한다.,,
307,한정,5,연속 절단,4,DEFENSE,,6,10,,이 책장의 비용은 손에 있는 다른 '연속 절단'의 수만큼 감소한다.,,
308,보급,0,진군,1,ATTACK,BLUNT,3,6,사용시,빛 1 회복,,
308,보급,0,진군,2,ATTACK,SLASH,2,5,사용시,빛 1 회복,,
309,보급,0,가다듬기,1,ATTACK,PIERCE,3,8,사용시,"책장을 무작위로 1장 버리고, 다음 막 시작에 책장을 2장 뽑는다.",,
310,고급,1,신속,1,ATTACK,SLASH,3,8,사용시,다음 막에 신속 1을 얻음. 속도가 7 이상이면 이 책장의 모든 주사위 위력 +1,,
310,고급,1,신속,2,ATTACK,PIERCE,3,7,사용시,다음 막에 신속 1을 얻음. 속도가 7 이상이면 이 책장의 모든 주사위 위력 +1,,
311,보급,1,수상한 계약서,1,DEFENSE,,3,5,,이 책장을 버리면 빛을 1 회복한다.,,
311,보급,1,수상한 계약서,2,DEFENSE,,3,4,,이 책장을 버리면 빛을 1 회복한다.,,
311,보급,1,수상한 계약서,3,DEFENSE,,2,4,,이 책장을 버리면 빛을 1 회복한다.,,
312,고급,1,결속: 강화,1,ATTACK,BLUNT,3,8,결속 책장,,,
312,고급,1,결속: 강화,2,ATTACK,SLASH,3,7,결속 책장,,,
313,고급,1,시식,1,ATTACK,PIERCE,3,8,사용시,빛 2 회복,적중,저항이 2 이하라면 저항 1을 얻음
314,보급,2,잔상,1,EVADE,,4,10,전투 시작,자신에게 걸려 있는 상태이상의 수치가 절반으로 감소 (소수점 이하 올림),,
314,보급,2,잔상,2,ATTACK,PIERCE,5,9,전투 시작,자신에게 걸려 있는 상태이상의 수치가 절반으로 감소 (소수점 이하 올림),,
315,고급,2,대치,1,DEFENSE,,3,6,사용시,모든 아군에게 다음 막에 보호 1 부여,,
315,고급,2,대치,2,ATTACK,PIERCE,5,8,사용시,모든 아군에게 다음 막에 보호 1 부여,적중,흐트러짐 저항 3 회복
315,고급,2,대치,3,ATTACK,SLASH,3,7,사용시,모든 아군에게 다음 막에 보호 1 부여,,
316,고급,2,재료 다지기,1,ATTACK,SLASH,5,8,,,적중,다음 막에 출혈 3 부여
316,고급,2,재료 다지기,2,ATTACK,BLUNT,4,8,,,적중,다음 막에 출혈 2 부여
317,예술,2,즐겁게 놀아봅시다~,1,DEFENSE,,4,7,사용시,빛 4 회복,,
317,예술,2,즐겁게 놀아봅시다~,2,ATTACK,PIERCE,3,8,사용시,빛 4 회복,,
318,보급,2,끄그극,1,DEFENSE,,4,5,,,,
318,보급,2,끄그극,2,ATTACK,BLUNT,5,8,,,,
318,보급,2,끄그극,3,ATTACK,BLUNT,5,6,,,,
319,보급,2,붉은 손톱,1,ATTACK,BLUNT,4,7,,,적중,체력 2 회복
319,보급,2,붉은 손톱,2,ATTACK,SLASH,3,8,,,적중,체력 2 회복
319,보급,2,붉은 손톱,3,ATTACK,SLASH,3,7,,,적중,체력 2 회복
320,한정,2,닭의 괴성,1,ATTACK,SLASH,4,7,전투 시작,무작위 아군 2명에게 힘 1 부여,,
320,한정,2,닭의 괴성,2,DEFENSE,,3,6,전투 시작,무작위 아군 2명에게 힘 1 부여,,
320,한정,2,닭의 괴성,3,ATTACK,BLUNT,3,7,전투 시작,무작위 아군 2명에게 힘 1 부여,,
321,한정,2,결속: 연계,1,ATTACK,PIERCE,5,8,결속 책장,,,
321,한정,2,결속: 연계,2,ATTACK,SLASH,4,8,결속 책장,,,
322,한정,2,결속: 수호,1,DEFENSE,,6,9,결속 책장,,,
322,한정,2,결속: 수호,2,ATTACK,PIERCE,5,8,결속 책장,,,
323,한정,3,합,1,DEFENSE,,7,10,,,합 승리,자신의 다음 주사위 최대값 +3
323,한정,3,합,2,ATTACK,BLUNT,6,8,,,합 승리,자신의 다음 주사위 최대값 +3
323,한정,3,합,3,ATTACK,SLASH,5,8,,,,
324,고급,3,괘각,1,ATTACK,BLUNT,7,12,사용시,다음 막에 힘 1을 얻음,적중,다음 막에 힘 2를 얻음
324,고급,3,괘각,2,DEFENSE,,6,8,사용시,다음 막에 힘 1을 얻음,,
325,고급,3,하늘의 창,1,ATTACK,PIERCE,9,20,사용시,책장을 1장 뽑음,적중,대상에게 피해 5
325,고급,3,하늘의 창,2,DEFENSE,,4,8,사용시,책장을 1장 뽑음,,
326,고급,3,강격,1,ATTACK,SLASH,5,9,사용시,빛 1 회복,,
326,고급,3,강격,2,ATTACK,BLUNT,4,8,사용시,빛 1 회복,,
326,고급,3,강격,3,DEFENSE,,4,8,사용시,빛 1 회복,,
327,예술,3,합창,1,ATTACK,SLASH,5,9,전투 시작,"다른 모든 아군에게 힘 1 부여, 그 후에 이 능력을 잃는다.",,
327,예술,3,합창,2,ATTACK,BLUNT,5,9,전투 시작,"다른 모든 아군에게 힘 1 부여, 그 후에 이 능력을 잃는다.",,
327,예술,3,합창,3,ATTACK,BLUNT,5,9,전투 시작,"다른 모든 아군에게 힘 1 부여, 그 후에 이 능력을 잃는다.",,
328,예술,3,다시 타오르는 일격,1,ATTACK,PIERCE,11,22,,필립 전용 전투 책장,적중,화상 6 부여
328,예술,3,다시 타오르는 일격,2,DEFENSE,,4,5,,필립 전용 전투 책장,,
329,예술,4,최후의 공격,1,ATTACK,SLASH,5,9,사용시,모든 책장을 버린다. 이 책장의 모든 주사위의 위력 +2,,
329,예술,4,최후의 공격,2,ATTACK,PIERCE,5,9,사용시,모든 책장을 버린다. 이 책장의 모든 주사위의 위력 +2,,
329,예술,4,최후의 공격,3,ATTACK,BLUNT,5,8,사용시,모든 책장을 버린다. 이 책장의 모든 주사위의 위력 +2,,
329,예술,4,최후의 공격,4,ATTACK,BLUNT,4,7,사용시,모든 책장을 버린다. 이 책장의 모든 주사위의 위력 +2,,
330,한정,4,멈추지 않는 톱니,1,ATTACK,SLASH,7,10,사용시,연기 7을 얻음,적중,연기 4 부여
330,한정,4,멈추지 않는 톱니,2,ATTACK,SLASH,7,10,사용시,연기 7을 얻음,적중,연기 3 부여
330,한정,4,멈추지 않는 톱니,3,DEFENSE,,4,5,사용시,연기 7을 얻음,,
331,한정,4,개막식,1,DEFENSE,,6,10,사용시,책장을 1장 뽑음. 빛 1 회복. 다음 막 동안 모든 책장의 비용 1 감소,,
331,한정,4,개막식,2,DEFENSE,,6,9,사용시,책장을 1장 뽑음. 빛 1 회복. 다음 막 동안 모든 책장의 비용 1 감소,,
331,한정,4,개막식,3,DEFENSE,,5,9,사용시,책장을 1장 뽑음. 빛 1 회복. 다음 막 동안 모든 책장의 비용 1 감소,,
332,한정,5,괘격,1,ATTACK,SLASH,7,10,,,,
332,한정,5,괘격,2,DEFENSE,,6,10,,,,
332,한정,5,괘격,3,ATTACK,BLUNT,6,10,,,,
332,한정,5,괘격,4,ATTACK,PIERCE,6,9,,,,
332,한정,5,괘격,5,EVADE,,5,9,,,,
333,고급,5,과속,1,DEFENSE,,3,7,사용시,"자신의 속도가 대상의 속도보다 높다면, 이 책장의 모든 주사위 위력 +6",,
333,고급,5,과속,2,ATTACK,BLUNT,3,6,사용시,"자신의 속도가 대상의 속도보다 높다면, 이 책장의 모든 주사위 위력 +6",적중,다음 막에 신속 1을 얻음
333,고급,5,과속,3,ATTACK,BLUNT,3,6,사용시,"자신의 속도가 대상의 속도보다 높다면, 이 책장의 모든 주사위 위력 +6",적중,다음 막에 신속 1을 얻음
334,한정,7,그림자 습격,1,ATTACK,SLASH,4,8,,"이 책장이 손에 있으면, 상대의 공격 주사위와의 합에서 패배할 때마다 이 책장의 비용 1 감소.",,
334,한정,7,그림자 습격,2,ATTACK,PIERCE,3,8,,"이 책장이 손에 있으면, 상대의 공격 주사위와의 합에서 패배할 때마다 이 책장의 비용 1 감소.",,
